body_forms,body_html,body_noCharacters,body_noDistinctWords,body_noFunctionWords,body_noWords,body_richness,body_suspension,body_verifyYourAccount,send_diffSenderReplyTo,send_noCharacters,send_noWords,send_nonModalSenderDomain,subj_bank,subj_noCharacters,subj_noWords,subj_reply,subj_richness,url_atSymbol,url_linkText,url_maxNoPeriods,url_noDomains,url_noExtLinks,url_noImgLinks,url_noIntLinks,url_noIpAddresses,url_noLinks,url_noPorts,url_nonModalHereLinks,url_ports,label
FALSE,TRUE,1171,126,0,232,0.198121264,FALSE,FALSE,TRUE,32,3,TRUE,FALSE,27,4,TRUE,0.148148148,FALSE,FALSE,2,4,3,0,3,0,6,0,FALSE,FALSE,P
FALSE,TRUE,418,70,0,92,0.220095694,FALSE,FALSE,FALSE,35,3,FALSE,FALSE,34,6,TRUE,0.176470588,FALSE,FALSE,0,2,0,0,0,0,0,0,FALSE,FALSE,P
FALSE,TRUE,841,136,0,183,0.217598098,FALSE,FALSE,FALSE,32,4,TRUE,FALSE,20,3,FALSE,0.15,FALSE,FALSE,2,3,2,0,0,0,2,0,FALSE,FALSE,P
FALSE,FALSE,893,148,1,210,0.235162374,FALSE,FALSE,FALSE,31,3,TRUE,FALSE,13,4,TRUE,0.307692308,FALSE,FALSE,1,1,0,0,3,0,3,0,FALSE,FALSE,P
FALSE,FALSE,95,7,1,7,0.073684211,FALSE,FALSE,FALSE,26,2,TRUE,FALSE,49,9,FALSE,0.183673469,FALSE,FALSE,2,3,1,0,0,0,1,0,FALSE,FALSE,P
FALSE,FALSE,741,51,0,60,0.08097166,FALSE,FALSE,FALSE,33,1,TRUE,FALSE,36,6,FALSE,0.166666667,FALSE,FALSE,3,5,3,0,3,0,6,0,FALSE,FALSE,P
FALSE,FALSE,145,14,1,14,0.096551724,FALSE,FALSE,FALSE,30,2,TRUE,FALSE,29,4,FALSE,0.137931034,FALSE,FALSE,2,3,1,0,0,0,1,0,FALSE,FALSE,P
FALSE,FALSE,445,50,1,54,0.121348315,FALSE,FALSE,FALSE,34,2,TRUE,FALSE,24,5,FALSE,0.208333333,FALSE,FALSE,2,4,2,0,0,0,2,0,FALSE,FALSE,P
FALSE,FALSE,208,45,0,47,0.225961538,FALSE,FALSE,FALSE,27,3,TRUE,FALSE,52,11,TRUE,0.211538462,FALSE,FALSE,1,2,0,0,3,0,3,0,FALSE,FALSE,P
FALSE,FALSE,225,29,2,29,0.128888889,FALSE,FALSE,FALSE,30,2,TRUE,FALSE,26,5,FALSE,0.192307692,FALSE,FALSE,2,3,1,0,0,0,1,0,FALSE,FALSE,P
FALSE,FALSE,1029,114,0,150,0.145772595,FALSE,FALSE,FALSE,33,1,TRUE,FALSE,56,10,FALSE,0.178571429,FALSE,FALSE,3,5,3,0,3,0,6,0,FALSE,FALSE,P
FALSE,FALSE,143,17,1,18,0.125874126,FALSE,FALSE,FALSE,30,2,TRUE,FALSE,4,1,FALSE,0.25,FALSE,FALSE,2,3,1,0,0,0,1,0,FALSE,FALSE,P
FALSE,FALSE,2067,280,1,457,0.221093372,FALSE,FALSE,FALSE,33,3,TRUE,FALSE,24,5,TRUE,0.208333333,FALSE,FALSE,1,2,0,0,3,0,3,0,FALSE,FALSE,P
FALSE,FALSE,1164,127,1,179,0.153780069,FALSE,FALSE,FALSE,14,1,TRUE,FALSE,29,5,FALSE,0.172413793,FALSE,FALSE,3,4,4,0,0,0,4,0,FALSE,FALSE,P
FALSE,FALSE,1044,126,1,163,0.156130268,FALSE,FALSE,TRUE,34,3,TRUE,FALSE,30,5,FALSE,0.166666667,FALSE,FALSE,3,6,4,0,0,0,4,0,FALSE,FALSE,P
FALSE,TRUE,2927,309,1,589,0.201229928,FALSE,FALSE,FALSE,34,3,TRUE,FALSE,21,4,TRUE,0.19047619,FALSE,FALSE,2,3,2,0,0,0,2,0,FALSE,FALSE,P
FALSE,FALSE,269,37,1,41,0.152416357,FALSE,FALSE,FALSE,31,2,TRUE,FALSE,60,10,FALSE,0.166666667,FALSE,FALSE,2,3,1,0,0,0,1,0,FALSE,FALSE,P
FALSE,FALSE,1600,222,0,338,0.21125,FALSE,FALSE,FALSE,28,3,FALSE,FALSE,21,2,FALSE,0.095238095,FALSE,FALSE,0,2,0,0,0,0,0,0,FALSE,FALSE,P
FALSE,FALSE,315,54,0,72,0.228571429,FALSE,FALSE,FALSE,40,3,TRUE,FALSE,35,5,TRUE,0.142857143,FALSE,FALSE,1,2,0,0,3,0,3,0,FALSE,FALSE,P
FALSE,FALSE,144,7,1,7,0.048611111,FALSE,FALSE,FALSE,26,2,TRUE,FALSE,59,17,FALSE,0.288135593,FALSE,FALSE,3,3,2,0,0,0,2,0,FALSE,FALSE,P
FALSE,FALSE,251,43,0,44,0.175298805,FALSE,FALSE,FALSE,29,2,TRUE,FALSE,14,2,FALSE,0.142857143,FALSE,FALSE,3,3,1,0,0,0,1,0,FALSE,FALSE,P
FALSE,TRUE,747,124,1,142,0.190093708,FALSE,FALSE,FALSE,36,4,TRUE,FALSE,24,6,TRUE,0.25,FALSE,FALSE,2,2,1,0,5,0,6,0,FALSE,FALSE,P
FALSE,FALSE,876,126,0,163,0.186073059,FALSE,FALSE,FALSE,37,3,FALSE,FALSE,14,4,TRUE,0.285714286,FALSE,FALSE,2,2,2,0,6,0,8,0,FALSE,FALSE,P
FALSE,FALSE,168,25,1,25,0.148809524,FALSE,FALSE,FALSE,34,2,TRUE,FALSE,34,5,FALSE,0.147058824,FALSE,FALSE,2,3,1,0,0,0,1,0,FALSE,FALSE,P
FALSE,FALSE,452,76,0,99,0.219026549,FALSE,FALSE,FALSE,27,3,TRUE,FALSE,28,4,TRUE,0.142857143,FALSE,FALSE,1,2,0,0,3,0,3,0,FALSE,FALSE,P
FALSE,FALSE,177,27,1,27,0.152542373,FALSE,FALSE,FALSE,34,2,TRUE,FALSE,26,5,FALSE,0.192307692,FALSE,FALSE,2,3,1,0,0,0,1,0,FALSE,FALSE,P
FALSE,FALSE,1224,109,1,140,0.114379085,FALSE,FALSE,FALSE,48,4,TRUE,FALSE,64,4,FALSE,0.0625,FALSE,FALSE,3,4,2,0,3,0,5,0,FALSE,FALSE,P
FALSE,FALSE,576,81,1,94,0.163194444,FALSE,FALSE,FALSE,31,2,TRUE,FALSE,60,11,FALSE,0.183333333,FALSE,FALSE,2,3,1,0,0,0,1,0,FALSE,FALSE,P
FALSE,FALSE,357,61,0,75,0.210084034,FALSE,FALSE,FALSE,23,3,TRUE,FALSE,36,8,TRUE,0.222222222,FALSE,FALSE,1,2,0,0,3,0,3,0,FALSE,FALSE,P
FALSE,FALSE,2932,391,0,650,0.221691678,FALSE,FALSE,FALSE,33,3,TRUE,FALSE,42,8,TRUE,0.19047619,FALSE,FALSE,2,3,1,0,3,0,4,0,FALSE,FALSE,P
FALSE,FALSE,2037,236,0,403,0.197839961,FALSE,FALSE,FALSE,32,3,TRUE,FALSE,23,4,TRUE,0.173913043,FALSE,FALSE,1,2,0,0,3,0,3,0,FALSE,FALSE,P
FALSE,FALSE,472,80,0,101,0.213983051,FALSE,FALSE,FALSE,31,3,TRUE,FALSE,35,4,TRUE,0.114285714,FALSE,FALSE,1,2,0,0,3,0,3,0,FALSE,FALSE,P
FALSE,FALSE,991,156,0,214,0.215943491,FALSE,FALSE,FALSE,28,4,TRUE,FALSE,13,4,TRUE,0.307692308,FALSE,FALSE,2,2,0,0,4,0,4,0,FALSE,FALSE,P
FALSE,FALSE,800,118,0,158,0.1975,FALSE,FALSE,FALSE,37,3,TRUE,FALSE,14,4,TRUE,0.285714286,FALSE,FALSE,2,3,1,0,3,0,4,0,FALSE,FALSE,P
FALSE,TRUE,1005,120,0,149,0.148258706,FALSE,FALSE,FALSE,33,1,TRUE,FALSE,42,8,FALSE,0.19047619,FALSE,FALSE,3,5,3,0,3,0,6,0,FALSE,FALSE,P
FALSE,TRUE,3303,389,1,718,0.217378141,FALSE,FALSE,TRUE,29,2,TRUE,FALSE,45,12,TRUE,0.266666667,FALSE,FALSE,2,4,2,0,3,0,5,0,FALSE,FALSE,P
FALSE,FALSE,330,43,0,49,0.148484848,FALSE,FALSE,FALSE,28,3,TRUE,FALSE,25,3,TRUE,0.12,FALSE,FALSE,3,3,1,0,4,0,5,0,FALSE,FALSE,P
FALSE,FALSE,183,26,1,26,0.142076503,FALSE,FALSE,FALSE,30,2,TRUE,FALSE,46,7,FALSE,0.152173913,FALSE,FALSE,2,3,1,0,0,0,1,0,FALSE,FALSE,P
FALSE,TRUE,745,108,0,140,0.187919463,FALSE,FALSE,TRUE,31,3,TRUE,FALSE,37,8,TRUE,0.216216216,FALSE,FALSE,2,3,1,0,3,0,4,0,FALSE,FALSE,P
FALSE,TRUE,1114,143,0,193,0.173249551,FALSE,FALSE,FALSE,37,3,FALSE,FALSE,35,5,TRUE,0.142857143,FALSE,FALSE,2,2,2,0,6,0,8,0,FALSE,FALSE,P
FALSE,FALSE,691,96,0,133,0.192474674,FALSE,FALSE,TRUE,31,3,TRUE,FALSE,21,5,TRUE,0.238095238,FALSE,FALSE,2,3,1,0,4,0,5,0,FALSE,FALSE,P
FALSE,FALSE,899,119,1,184,0.204671858,FALSE,FALSE,TRUE,28,3,TRUE,FALSE,10,2,TRUE,0.2,FALSE,FALSE,3,3,1,0,4,0,5,0,FALSE,FALSE,P
FALSE,FALSE,1783,191,0,285,0.159842961,FALSE,FALSE,FALSE,42,4,TRUE,FALSE,26,5,TRUE,0.192307692,FALSE,FALSE,2,4,4,0,0,0,4,0,FALSE,FALSE,P
FALSE,FALSE,3355,335,1,592,0.176453055,FALSE,FALSE,FALSE,23,2,TRUE,FALSE,41,8,FALSE,0.195121951,FALSE,FALSE,3,6,4,0,3,0,7,0,FALSE,FALSE,P
FALSE,FALSE,2695,329,1,536,0.198886827,FALSE,FALSE,FALSE,33,3,TRUE,FALSE,36,9,TRUE,0.25,FALSE,FALSE,3,5,4,0,3,0,7,0,FALSE,FALSE,P
FALSE,FALSE,169,27,1,27,0.159763314,FALSE,FALSE,FALSE,34,2,TRUE,FALSE,25,5,FALSE,0.2,FALSE,FALSE,2,3,1,0,0,0,1,0,FALSE,FALSE,P
FALSE,FALSE,91,6,1,6,0.065934066,FALSE,FALSE,FALSE,26,2,TRUE,FALSE,46,10,FALSE,0.217391304,FALSE,FALSE,2,3,1,0,0,0,1,0,FALSE,FALSE,P
FALSE,TRUE,698,44,0,83,0.118911175,FALSE,FALSE,TRUE,33,3,TRUE,FALSE,6,2,TRUE,0.333333333,FALSE,FALSE,2,3,1,0,3,0,4,0,FALSE,FALSE,P
FALSE,TRUE,2503,286,7,511,0.204155014,FALSE,FALSE,FALSE,31,3,FALSE,FALSE,59,13,TRUE,0.220338983,FALSE,FALSE,5,4,4,0,0,0,4,0,FALSE,FALSE,P
FALSE,FALSE,319,63,0,76,0.238244514,FALSE,FALSE,FALSE,29,3,FALSE,FALSE,21,2,FALSE,0.095238095,FALSE,FALSE,0,2,0,0,0,0,0,0,FALSE,FALSE,P
FALSE,FALSE,223,28,1,30,0.134529148,FALSE,FALSE,FALSE,30,2,TRUE,FALSE,33,9,FALSE,0.272727273,FALSE,FALSE,2,3,1,0,0,0,1,0,FALSE,FALSE,P
FALSE,TRUE,283,49,0,58,0.204946996,FALSE,FALSE,FALSE,30,3,TRUE,FALSE,19,5,TRUE,0.263157895,FALSE,FALSE,1,2,0,0,3,0,3,0,FALSE,FALSE,P
FALSE,TRUE,628,101,0,113,0.179936306,FALSE,FALSE,FALSE,36,4,TRUE,FALSE,19,5,TRUE,0.263157895,FALSE,FALSE,2,2,1,0,5,0,6,0,FALSE,FALSE,P
FALSE,TRUE,984,133,0,198,0.201219512,FALSE,FALSE,FALSE,37,3,TRUE,FALSE,14,4,TRUE,0.285714286,FALSE,FALSE,2,3,1,0,3,0,4,0,FALSE,FALSE,P
FALSE,FALSE,817,108,0,159,0.194614443,FALSE,FALSE,FALSE,40,4,TRUE,FALSE,5,2,FALSE,0.4,FALSE,FALSE,2,4,2,0,3,0,5,0,FALSE,FALSE,P
FALSE,FALSE,152,17,1,17,0.111842105,FALSE,FALSE,FALSE,30,2,TRUE,FALSE,25,5,FALSE,0.2,FALSE,FALSE,2,3,1,0,0,0,1,0,FALSE,FALSE,P
FALSE,FALSE,206,28,1,28,0.13592233,FALSE,FALSE,FALSE,30,2,TRUE,FALSE,30,8,FALSE,0.266666667,FALSE,FALSE,2,3,1,0,0,0,1,0,FALSE,FALSE,P
FALSE,TRUE,722,98,0,140,0.193905817,FALSE,FALSE,TRUE,21,2,TRUE,FALSE,6,2,TRUE,0.333333333,FALSE,FALSE,2,4,2,0,3,0,5,0,FALSE,FALSE,P
FALSE,FALSE,184,24,1,27,0.14673913,FALSE,FALSE,FALSE,31,2,TRUE,FALSE,21,5,FALSE,0.238095238,FALSE,FALSE,2,3,1,0,0,0,1,0,FALSE,FALSE,P
FALSE,TRUE,1146,176,0,247,0.215532286,FALSE,FALSE,TRUE,31,3,TRUE,FALSE,10,2,TRUE,0.2,FALSE,FALSE,2,3,1,0,5,0,6,0,FALSE,FALSE,P
FALSE,FALSE,174,23,1,25,0.143678161,FALSE,FALSE,FALSE,34,2,TRUE,FALSE,26,6,FALSE,0.230769231,FALSE,FALSE,2,3,1,0,0,0,1,0,FALSE,FALSE,P
FALSE,FALSE,180,27,1,27,0.15,FALSE,FALSE,FALSE,34,2,TRUE,FALSE,33,7,FALSE,0.212121212,FALSE,FALSE,2,3,1,0,0,0,1,0,FALSE,FALSE,P
FALSE,FALSE,909,114,2,137,0.150715072,FALSE,FALSE,FALSE,31,3,TRUE,FALSE,55,9,TRUE,0.163636364,FALSE,FALSE,3,4,2,0,3,0,5,0,FALSE,FALSE,P
FALSE,FALSE,1677,214,1,309,0.184257603,FALSE,FALSE,FALSE,25,3,TRUE,FALSE,42,7,FALSE,0.166666667,FALSE,FALSE,3,3,2,0,3,0,5,0,FALSE,FALSE,P
FALSE,FALSE,699,105,0,121,0.173104435,FALSE,FALSE,FALSE,29,2,TRUE,FALSE,7,1,FALSE,0.142857143,FALSE,FALSE,3,6,5,0,0,0,5,0,FALSE,FALSE,P
FALSE,TRUE,1615,199,0,270,0.167182663,FALSE,FALSE,FALSE,38,3,TRUE,FALSE,28,5,TRUE,0.178571429,FALSE,FALSE,2,5,3,0,3,0,6,0,FALSE,FALSE,P
FALSE,FALSE,580,80,0,111,0.19137931,FALSE,FALSE,FALSE,29,3,TRUE,FALSE,59,13,TRUE,0.220338983,FALSE,FALSE,3,2,1,0,0,0,1,0,FALSE,FALSE,P
FALSE,FALSE,679,96,0,112,0.164948454,FALSE,FALSE,FALSE,32,3,TRUE,FALSE,47,10,FALSE,0.212765957,FALSE,FALSE,3,3,1,0,3,0,4,0,FALSE,FALSE,P
FALSE,FALSE,2790,355,0,594,0.212903226,FALSE,FALSE,FALSE,22,1,TRUE,FALSE,39,7,FALSE,0.179487179,FALSE,FALSE,3,2,1,0,3,0,4,0,FALSE,FALSE,P
FALSE,FALSE,1484,168,0,234,0.157681941,FALSE,FALSE,FALSE,30,3,TRUE,FALSE,27,6,TRUE,0.222222222,FALSE,FALSE,3,4,2,0,3,0,5,0,FALSE,FALSE,P
FALSE,TRUE,533,89,1,122,0.228893058,FALSE,FALSE,FALSE,30,3,FALSE,FALSE,29,5,FALSE,0.172413793,FALSE,FALSE,0,2,0,0,0,0,0,0,FALSE,FALSE,P
FALSE,FALSE,1247,147,1,181,0.145148356,FALSE,FALSE,FALSE,34,2,TRUE,FALSE,23,2,FALSE,0.086956522,FALSE,FALSE,2,5,4,0,0,0,4,0,FALSE,FALSE,P
FALSE,FALSE,601,108,1,148,0.24625624,FALSE,FALSE,FALSE,28,2,TRUE,FALSE,36,7,TRUE,0.194444444,FALSE,FALSE,1,2,0,0,3,0,3,0,FALSE,FALSE,P
FALSE,FALSE,112,24,0,26,0.232142857,FALSE,FALSE,FALSE,37,5,TRUE,FALSE,31,6,TRUE,0.193548387,FALSE,FALSE,1,2,0,0,3,0,3,0,FALSE,FALSE,P
FALSE,FALSE,1024,93,1,135,0.131835938,FALSE,FALSE,FALSE,14,1,TRUE,FALSE,29,5,FALSE,0.172413793,FALSE,FALSE,3,3,4,0,0,0,4,0,FALSE,FALSE,P
FALSE,FALSE,533,67,0,78,0.146341463,FALSE,FALSE,FALSE,32,2,TRUE,FALSE,26,5,FALSE,0.192307692,FALSE,FALSE,3,5,4,0,0,0,4,0,FALSE,FALSE,P
FALSE,TRUE,858,112,0,146,0.17016317,FALSE,FALSE,TRUE,28,3,TRUE,FALSE,25,6,TRUE,0.24,FALSE,FALSE,2,3,1,0,3,0,4,0,FALSE,FALSE,P
FALSE,FALSE,347,36,0,37,0.106628242,FALSE,FALSE,FALSE,32,2,TRUE,FALSE,30,5,FALSE,0.166666667,FALSE,FALSE,3,7,5,0,0,0,5,0,FALSE,FALSE,P
FALSE,FALSE,455,99,0,123,0.27032967,FALSE,FALSE,FALSE,23,2,TRUE,FALSE,19,2,FALSE,0.105263158,FALSE,FALSE,1,2,0,0,3,0,3,0,FALSE,FALSE,P
FALSE,FALSE,601,91,0,126,0.209650582,FALSE,FALSE,FALSE,37,3,TRUE,FALSE,19,4,TRUE,0.210526316,FALSE,FALSE,1,3,1,0,0,0,1,0,FALSE,FALSE,P
FALSE,FALSE,148,8,1,8,0.054054054,FALSE,FALSE,FALSE,26,2,TRUE,FALSE,70,11,FALSE,0.157142857,FALSE,FALSE,3,3,2,0,0,0,2,0,FALSE,FALSE,P
FALSE,TRUE,819,116,0,155,0.189255189,FALSE,FALSE,TRUE,5,1,TRUE,FALSE,49,8,TRUE,0.163265306,FALSE,FALSE,2,3,1,0,3,0,4,0,FALSE,FALSE,P
FALSE,FALSE,424,36,1,40,0.094339623,FALSE,FALSE,TRUE,27,3,TRUE,FALSE,44,8,TRUE,0.181818182,FALSE,FALSE,4,5,3,0,0,0,3,0,FALSE,FALSE,P
FALSE,FALSE,513,74,1,76,0.148148148,FALSE,FALSE,FALSE,32,2,TRUE,FALSE,63,10,FALSE,0.158730159,FALSE,FALSE,3,5,4,0,0,0,4,0,FALSE,FALSE,P
FALSE,TRUE,751,84,0,100,0.133155792,FALSE,FALSE,TRUE,38,3,TRUE,FALSE,18,4,TRUE,0.222222222,FALSE,FALSE,2,4,2,0,3,0,5,0,FALSE,FALSE,P
FALSE,TRUE,3140,330,6,599,0.190764331,FALSE,FALSE,TRUE,43,5,TRUE,FALSE,42,9,TRUE,0.214285714,FALSE,FALSE,2,3,1,0,4,0,5,0,FALSE,FALSE,P
FALSE,FALSE,278,51,0,52,0.18705036,FALSE,FALSE,FALSE,23,2,TRUE,FALSE,10,2,TRUE,0.2,FALSE,FALSE,1,3,1,0,3,0,4,0,FALSE,FALSE,P
FALSE,FALSE,1576,187,2,255,0.16180203,FALSE,FALSE,FALSE,32,3,TRUE,FALSE,11,1,FALSE,0.090909091,FALSE,FALSE,3,3,1,0,3,0,4,0,FALSE,FALSE,P
FALSE,FALSE,160,23,1,23,0.14375,FALSE,FALSE,FALSE,34,2,TRUE,FALSE,33,7,FALSE,0.212121212,FALSE,FALSE,2,3,1,0,0,0,1,0,FALSE,FALSE,P
FALSE,FALSE,636,96,0,122,0.191823899,FALSE,FALSE,FALSE,41,3,TRUE,FALSE,26,4,TRUE,0.153846154,FALSE,FALSE,1,2,0,0,3,0,3,0,FALSE,FALSE,P
FALSE,FALSE,1067,89,1,107,0.100281162,FALSE,FALSE,FALSE,43,3,TRUE,FALSE,59,4,FALSE,0.06779661,FALSE,FALSE,2,4,2,0,3,0,5,0,FALSE,FALSE,P
FALSE,FALSE,1349,184,10,282,0.209043736,FALSE,FALSE,FALSE,30,3,TRUE,FALSE,19,3,TRUE,0.157894737,FALSE,FALSE,4,4,2,0,0,0,2,0,FALSE,FALSE,P
FALSE,FALSE,424,55,0,64,0.150943396,FALSE,FALSE,FALSE,39,4,TRUE,FALSE,55,10,FALSE,0.181818182,FALSE,FALSE,5,5,3,0,3,0,6,0,FALSE,FALSE,P
FALSE,FALSE,880,125,1,180,0.204545455,FALSE,FALSE,FALSE,22,1,TRUE,FALSE,25,6,FALSE,0.24,FALSE,FALSE,1,1,0,0,3,0,3,0,FALSE,FALSE,P
FALSE,TRUE,1329,152,1,225,0.169300226,FALSE,FALSE,FALSE,28,3,TRUE,FALSE,21,4,TRUE,0.19047619,FALSE,FALSE,2,3,1,0,3,0,4,0,FALSE,FALSE,P
FALSE,FALSE,1084,139,2,190,0.175276753,FALSE,FALSE,FALSE,40,4,TRUE,FALSE,54,8,TRUE,0.148148148,FALSE,FALSE,3,4,3,0,3,0,6,0,FALSE,FALSE,P
FALSE,TRUE,1929,251,3,385,0.199585277,FALSE,FALSE,TRUE,28,3,TRUE,FALSE,27,4,TRUE,0.148148148,FALSE,FALSE,2,3,1,0,3,0,4,0,FALSE,FALSE,P
FALSE,FALSE,384,51,1,60,0.15625,FALSE,FALSE,FALSE,31,2,TRUE,FALSE,54,7,FALSE,0.12962963,FALSE,FALSE,2,3,1,0,0,0,1,0,FALSE,FALSE,P
FALSE,FALSE,650,66,1,91,0.14,FALSE,FALSE,FALSE,14,1,TRUE,FALSE,31,5,FALSE,0.161290323,FALSE,FALSE,3,3,3,0,0,0,3,0,FALSE,FALSE,P
FALSE,FALSE,121,10,1,10,0.082644628,FALSE,FALSE,FALSE,30,2,TRUE,FALSE,16,4,FALSE,0.25,FALSE,FALSE,2,3,1,0,0,0,1,0,FALSE,FALSE,P
FALSE,FALSE,2582,229,0,433,0.167699458,FALSE,FALSE,FALSE,36,3,TRUE,FALSE,28,4,TRUE,0.142857143,FALSE,FALSE,2,4,4,0,4,0,8,0,FALSE,FALSE,P
FALSE,TRUE,4591,523,0,914,0.199085167,FALSE,FALSE,FALSE,34,4,TRUE,FALSE,79,12,FALSE,0.151898734,FALSE,FALSE,2,3,1,0,3,0,4,0,FALSE,FALSE,P
FALSE,FALSE,156,15,0,15,0.096153846,FALSE,FALSE,FALSE,31,2,TRUE,FALSE,21,4,FALSE,0.19047619,FALSE,FALSE,2,4,2,0,0,0,2,0,FALSE,FALSE,P
FALSE,TRUE,1125,141,0,198,0.176,FALSE,FALSE,FALSE,27,3,TRUE,FALSE,28,5,TRUE,0.178571429,FALSE,FALSE,2,4,2,0,3,0,5,0,FALSE,FALSE,P
FALSE,FALSE,466,72,0,85,0.182403433,FALSE,FALSE,FALSE,39,5,TRUE,FALSE,44,10,TRUE,0.227272727,FALSE,FALSE,1,3,2,0,3,0,5,0,FALSE,FALSE,P
FALSE,TRUE,1361,178,2,273,0.200587803,FALSE,FALSE,FALSE,31,3,TRUE,FALSE,11,3,TRUE,0.272727273,FALSE,FALSE,2,5,3,0,3,0,6,0,FALSE,FALSE,P
FALSE,TRUE,465,81,1,87,0.187096774,FALSE,FALSE,FALSE,33,3,TRUE,FALSE,16,2,TRUE,0.125,FALSE,FALSE,1,2,0,0,3,0,3,0,FALSE,FALSE,P
FALSE,TRUE,1588,202,0,299,0.188287154,FALSE,FALSE,TRUE,29,2,TRUE,FALSE,23,5,TRUE,0.217391304,FALSE,FALSE,3,4,3,0,3,0,6,0,FALSE,FALSE,P
FALSE,FALSE,2784,303,0,605,0.217313218,FALSE,FALSE,FALSE,32,3,TRUE,FALSE,21,5,FALSE,0.238095238,FALSE,FALSE,1,2,0,0,3,0,3,0,FALSE,FALSE,P
FALSE,TRUE,366,50,0,54,0.147540984,FALSE,FALSE,TRUE,35,3,TRUE,FALSE,22,8,TRUE,0.363636364,FALSE,FALSE,2,3,1,0,3,0,4,0,FALSE,FALSE,P
FALSE,TRUE,1204,163,0,251,0.208471761,FALSE,FALSE,FALSE,33,3,FALSE,FALSE,26,3,FALSE,0.115384615,FALSE,FALSE,0,2,0,0,0,0,0,0,FALSE,FALSE,P
FALSE,FALSE,659,72,1,95,0.144157815,FALSE,FALSE,FALSE,14,1,TRUE,FALSE,31,5,FALSE,0.161290323,FALSE,FALSE,3,3,3,0,0,0,3,0,FALSE,FALSE,P
FALSE,FALSE,996,127,1,160,0.16064257,FALSE,FALSE,TRUE,39,4,TRUE,FALSE,58,11,FALSE,0.189655172,FALSE,FALSE,3,5,4,0,0,0,4,0,FALSE,FALSE,P
FALSE,FALSE,204,43,0,47,0.230392157,FALSE,FALSE,FALSE,32,3,TRUE,FALSE,19,5,TRUE,0.263157895,FALSE,FALSE,1,2,0,0,3,0,3,0,FALSE,FALSE,P
FALSE,TRUE,3042,373,0,589,0.193622617,FALSE,FALSE,FALSE,34,4,TRUE,FALSE,36,9,TRUE,0.25,FALSE,FALSE,2,3,1,0,3,0,4,0,FALSE,FALSE,P
FALSE,TRUE,3114,295,0,565,0.181438664,FALSE,FALSE,FALSE,31,3,TRUE,FALSE,21,5,TRUE,0.238095238,FALSE,FALSE,2,5,3,0,3,0,6,0,FALSE,FALSE,P
FALSE,TRUE,2545,142,8,253,0.099410609,FALSE,FALSE,FALSE,28,3,TRUE,FALSE,32,2,FALSE,0.0625,TRUE,FALSE,3,2,0,0,6,0,6,0,FALSE,FALSE,P
FALSE,TRUE,1277,138,0,198,0.155050901,FALSE,FALSE,TRUE,38,3,TRUE,FALSE,19,3,TRUE,0.157894737,FALSE,FALSE,2,4,2,0,3,0,5,0,FALSE,FALSE,P
FALSE,TRUE,1947,269,0,405,0.208012327,FALSE,FALSE,TRUE,42,3,TRUE,FALSE,23,2,TRUE,0.086956522,FALSE,FALSE,2,3,1,0,4,0,5,0,FALSE,FALSE,P
FALSE,TRUE,698,94,0,150,0.214899713,FALSE,FALSE,FALSE,33,3,FALSE,FALSE,9,1,FALSE,0.111111111,FALSE,FALSE,0,2,0,0,0,0,0,0,FALSE,FALSE,P
FALSE,FALSE,657,87,0,106,0.161339422,FALSE,FALSE,FALSE,34,2,TRUE,FALSE,11,4,FALSE,0.363636364,FALSE,FALSE,3,4,2,0,0,0,2,0,FALSE,FALSE,P
FALSE,FALSE,724,108,0,156,0.215469613,FALSE,FALSE,TRUE,38,3,TRUE,FALSE,10,2,TRUE,0.2,FALSE,FALSE,3,3,1,0,5,0,6,0,FALSE,FALSE,P
FALSE,TRUE,1396,170,0,270,0.193409742,FALSE,FALSE,FALSE,37,3,FALSE,FALSE,21,4,TRUE,0.19047619,FALSE,FALSE,2,2,2,0,6,0,8,0,FALSE,FALSE,P
FALSE,FALSE,338,66,0,78,0.230769231,FALSE,FALSE,FALSE,23,2,TRUE,FALSE,24,5,TRUE,0.208333333,FALSE,FALSE,1,2,0,0,3,0,3,0,FALSE,FALSE,P
FALSE,FALSE,2681,364,0,617,0.230138008,FALSE,FALSE,FALSE,28,2,TRUE,FALSE,39,7,FALSE,0.179487179,FALSE,FALSE,2,3,1,0,3,0,4,0,FALSE,FALSE,P
FALSE,FALSE,1129,150,0,204,0.180690877,FALSE,FALSE,FALSE,36,4,TRUE,FALSE,28,5,TRUE,0.178571429,FALSE,FALSE,3,4,2,0,3,0,5,0,FALSE,FALSE,P
FALSE,FALSE,1936,193,1,332,0.171487603,FALSE,FALSE,FALSE,38,3,TRUE,FALSE,18,3,FALSE,0.166666667,FALSE,FALSE,2,3,2,0,0,0,2,0,FALSE,FALSE,P
FALSE,FALSE,218,25,1,26,0.119266055,FALSE,FALSE,FALSE,30,2,TRUE,TRUE,33,7,FALSE,0.212121212,FALSE,FALSE,2,3,1,0,0,0,1,0,FALSE,FALSE,P
FALSE,FALSE,1330,178,1,297,0.223308271,FALSE,FALSE,FALSE,38,3,TRUE,FALSE,21,4,TRUE,0.19047619,FALSE,FALSE,3,4,2,0,0,0,2,0,FALSE,FALSE,P
